Attendance,InternalMarks,AssignmentMarks,PracticalMarks,QuizMarks,TotalScore
86.83,61.59,93.06,55.65,61.09,74.75649999999999
54.37,56.45,58.53,60.78,85.88,61.609
51.01,70.67,68.01,69.73,80.46,71.5295
85.96,98.75,53.6,94.73,86.69,77.968
71.96,47.46,56.84,77.85,63.17,70.17699999999999
89.34,62.36,83.29,66.52,84.74,77.47250000000001
96.17,95.92,84.63,87.34,70.49,77.20100000000001
79.97,92.61,83.85,50.98,91.7,72.32300000000001
59.36,63.66,77.61,68.5,89.77,70.6725
89.11,81.94,97.63,80.04,60.57,73.93700000000001
97.79,45.27,75.36,79.16,59.19,62.1015
79.01,82.75,72.47,80.38,85.89,77.961
84.1,98.37,62.38,60.58,77.52,63.0435
66.87,72.25,54.94,66.85,77.86,69.747
69.08,69.91,77.41,96.58,87.63,71.85999999999999
86.73,51.24,65.74,98.7,92.75,70.7345
96.39,78.03,76.2,65.6,61.95,65.57199999999999
81.45,75.43,60.31,82.23,77.78,66.4205
89.49,79.12,91.91,62.06,91.45,75.21249999999999
58.58,41.56,99.98,68.43,93.64,71.354
60.6,72.92,66.12,89.62,64.37,79.26650000000001
76.6,75.7,92.12,75.06,55.21,80.397
58.83,52.45,93.65,92.48,61.64,81.4555
81.75,52.5,99.8,81.44,97.27,73.5915
64.58,56.57,67.14,81.45,73.12,79.101
89.58,82.7,87.8,51.69,70.93,64.3775
90.41,76.38,61.44,87.48,50.65,69.23949999999999
73.19,90.75,81.24,98.89,52.55,77.918
59.04,57.74,85.24,73.65,83.43,70.73750000000001
82.34,94.72,87.06,57.93,79.49,79.05
99.64,84.62,60.36,98.85,78.78,76.3925
81.13,63.7,92.44,64.51,55.52,69.571
51.79,45.72,71.05,70.46,67.6,63.16349999999999
50.86,55.42,60.82,53.87,90.62,69.264
66.02,97.41,77.13,55.54,58.75,73.9805
59.79,58.62,93.17,60.83,94.13,68.67549999999999
90.65,59.79,98.35,77.42,56.07,74.3765
92.24,51.38,87.41,77.89,58.46,72.924
62.93,88.41,50.28,80.31,73.89,75.148
66.28,56.54,56.74,79.19,97.26,73.41499999999999
61.81,59.82,53.81,74.76,66.48,68.158
95.42,64.86,55.06,90.1,82.91,64.8615
75.13,66.02,69.15,96.69,79.43,77.4805
82.81,64.68,66.92,63.49,57.48,62.23249999999999
70.77,70.22,55.68,56.51,62.41,61.56150000000001
81.55,88.87,94.11,71.25,96.51,84.053
69.29,89.16,80.77,51.32,59.24,61.872
66.98,87.9,89.82,94.17,84.75,80.629
81.72,46.07,68.58,61.99,98.23,58.9075
79.55,87.98,70.51,77.46,55.98,63.94449999999999
64.68,47.22,65.88,55.75,69.96,59.071
57.47,47.48,71.92,77.66,61.2,74.4555
68.43,96.87,80.52,51.95,61.08,65.619
70.76,89.16,74.65,88.44,55.95,79.4785
81.43,73.14,91.9,97.77,82.48,74.64500000000001
95.73,92.5,95.01,65.35,87.32,75.776
51.81,99.36,73.48,62.91,83.84,79.8355
62.18,76.64,61.99,72.4,96.23,68.325
59.69,76.77,97.26,81.0,57.28,82.2225
75.11,85.27,86.75,59.45,65.99,78.3595
71.49,53.93,82.01,90.17,67.23,77.8375
86.45,50.03,87.27,59.93,61.6,63.664
62.12,85.57,53.8,50.27,57.11,64.285
79.72,60.69,53.38,76.21,74.34,72.58
94.19,48.1,57.66,55.76,91.72,57.70399999999999
95.53,58.89,57.37,84.91,97.73,70.0425
97.94,61.52,71.03,58.37,56.47,62.828
88.66,97.91,57.87,90.87,91.16,76.589
95.3,81.88,92.73,73.52,91.23,84.833
61.73,71.85,78.9,78.31,69.45,74.2105
59.88,98.13,68.41,59.33,55.5,66.32499999999999
50.32,94.19,53.48,57.33,99.5,68.86699999999999
85.34,70.72,79.55,81.56,82.78,71.44149999999999
96.87,94.34,55.83,62.77,99.11,67.705
59.35,64.26,87.16,69.3,74.18,72.67099999999999
81.85,53.83,90.14,73.97,69.76,67.1425
87.32,53.96,77.2,61.48,62.36,61.109
96.38,79.74,57.48,89.77,99.18,72.857
82.34,70.06,89.34,96.97,62.66,82.0345
98.51,79.54,65.39,71.59,51.19,71.5405
67.23,81.16,61.13,95.88,75.62,84.7945
67.5,41.34,73.53,94.13,68.85,66.61699999999999
77.15,43.24,96.13,58.3,63.07,67.9025
69.18,71.96,64.87,58.67,81.73,70.52099999999999
50.07,51.46,95.28,73.87,68.21,71.923
86.59,77.95,52.68,76.29,70.11,76.95000000000002
87.59,73.13,54.18,67.06,51.15,69.86949999999999
87.35,75.15,84.93,65.65,79.45,66.1795
67.25,58.15,59.53,71.57,56.1,59.79299999999999
76.11,78.39,65.83,84.52,60.69,69.1705
68.0,89.77,56.82,54.22,85.86,64.26050000000001
50.8,99.88,66.61,85.53,65.66,84.59100000000001
78.12,90.31,64.02,96.31,58.16,86.001
56.19,73.45,86.82,88.18,78.87,73.064
54.0,51.61,85.1,59.58,60.75,68.2555
87.77,80.89,97.75,54.37,63.55,71.7145
50.48,96.26,86.22,74.52,81.07,74.74249999999999
97.95,52.71,84.74,97.82,86.99,82.0975
75.76,55.36,84.71,90.95,86.98,82.8135
99.15,48.94,94.15,78.14,74.11,69.85150000000002
52.9,84.2,64.81,57.15,72.71,60.4575
79.18,64.39,65.0,85.69,89.38,66.0185
67.47,43.76,87.06,90.65,59.65,69.4355
92.17,92.5,61.44,96.75,57.61,76.237
68.06,73.46,95.6,80.61,83.23,74.8725
63.02,59.87,76.74,75.72,70.48,72.5755
92.88,60.64,65.01,80.96,85.5,74.523
68.73,57.42,88.8,97.16,62.83,74.72149999999999
50.84,67.33,65.62,81.41,66.24,66.1795
69.51,60.22,98.16,62.88,94.83,75.73649999999999
82.73,72.88,99.15,81.81,71.08,82.298
62.72,86.41,83.34,93.99,79.55,76.957
71.6,80.47,55.68,78.35,55.33,65.5455
52.84,57.67,63.16,75.13,58.94,69.13999999999999
79.4,71.72,75.77,86.67,51.79,65.9985
87.81,90.41,92.57,83.05,71.22,78.2615
70.67,44.09,59.24,52.83,99.45,60.2135
71.01,44.7,55.22,86.27,93.69,64.49799999999999
54.41,73.37,53.72,70.38,81.65,62.565
60.1,78.35,75.35,97.04,93.05,80.61449999999999
57.73,52.68,94.24,98.54,79.71,82.3985
74.08,84.71,52.12,72.44,68.44,74.858
76.46,78.78,60.62,98.44,58.68,85.9425
97.45,95.4,84.66,65.54,82.65,66.251
53.66,50.14,91.29,84.13,59.65,66.5135
79.99,85.08,90.37,53.75,70.87,71.77450000000002
76.32,45.02,89.25,57.25,91.29,66.7895
75.81,73.92,56.49,93.23,56.46,68.29650000000001
93.66,73.11,69.86,94.69,56.45,70.97250000000001
60.28,63.3,99.24,76.63,61.22,72.3445
52.04,90.67,99.44,66.99,77.6,72.87349999999999
83.61,40.26,80.12,72.55,62.59,60.563500000000005
67.26,71.21,85.46,93.48,75.16,87.32799999999999
50.88,53.03,97.56,60.55,65.1,59.6485
62.57,84.61,72.5,64.74,75.31,75.692
65.47,42.58,56.84,89.27,63.88,73.86449999999999
80.84,89.89,83.45,96.76,99.0,81.3265
58.63,90.29,98.01,54.65,74.64,77.2115
70.65,89.97,84.86,90.19,87.18,82.407
74.12,49.15,90.17,82.25,85.03,69.896
72.96,77.82,71.14,61.54,74.53,67.04400000000001
98.7,40.86,54.82,87.79,61.94,65.79050000000001
52.28,90.88,58.44,86.4,75.54,75.9595
97.55,83.38,99.13,57.1,84.05,71.934
79.1,71.87,74.66,75.11,73.0,73.18249999999999
89.79,83.84,50.6,87.91,54.1,72.1265
71.52,45.66,97.77,59.58,50.9,62.9435
72.69,71.72,74.89,73.14,66.39,70.6675
93.97,57.48,91.81,56.04,57.51,66.6215
94.8,98.36,77.42,65.34,95.31,83.81
61.93,91.43,55.09,60.9,58.79,67.5795
59.96,84.0,80.78,75.25,69.71,79.428
74.81,96.02,99.87,57.06,85.6,76.25399999999999
95.01,60.81,51.74,69.16,90.77,70.8425
66.12,94.05,92.09,63.76,73.89,73.57300000000001
82.6,59.51,61.77,87.3,59.06,61.5655
85.41,83.97,69.69,84.98,63.54,84.142
88.93,84.19,68.64,54.75,70.95,61.0445
78.2,41.1,94.94,97.67,68.23,73.9825
70.12,61.66,75.22,87.23,67.43,68.0065
98.35,41.17,72.36,80.8,56.59,60.2985
80.57,99.83,90.9,73.89,95.67,82.29599999999999
86.43,47.33,52.45,58.9,51.49,54.306
67.25,72.57,54.32,98.1,72.0,77.95100000000001
83.5,87.43,51.08,50.39,99.02,62.858
62.89,52.08,84.4,84.62,82.99,69.3995
62.25,69.1,76.28,75.37,67.77,65.6825
85.74,76.45,93.8,95.13,57.3,83.754
76.07,49.61,74.93,69.03,98.19,72.039
84.16,86.71,61.09,75.93,50.7,70.17399999999999
63.47,57.96,90.26,87.12,84.07,76.9335
79.94,52.66,64.72,52.38,94.01,68.14450000000001
72.2,73.5,96.78,52.72,51.26,59.3115
79.85,64.62,62.52,60.58,86.26,66.041
64.54,95.22,58.39,57.32,99.94,68.899
85.77,92.8,74.67,50.32,81.98,62.492
90.3,69.0,52.53,81.15,70.73,66.44500000000001
63.0,61.56,51.82,89.8,93.72,68.4965
65.03,59.53,74.8,97.86,77.71,80.70349999999999
83.06,56.05,60.76,72.05,87.47,70.80099999999999
84.78,72.67,50.47,63.99,79.39,68.997
85.2,88.3,64.8,93.2,51.91,75.80850000000001
84.13,58.65,73.87,92.22,60.66,73.0475
69.64,51.41,69.71,81.24,53.94,70.67649999999999
69.74,68.53,56.77,63.66,55.33,71.066
62.74,44.14,78.98,95.43,50.77,64.0465
57.84,82.08,85.52,58.92,71.06,66.26700000000001
84.63,71.1,83.78,52.18,58.93,67.27900000000001
54.66,69.78,69.69,89.83,92.78,82.04249999999999
96.89,58.03,56.88,78.18,87.5,77.963
91.33,94.28,74.97,62.32,78.66,75.457
92.88,45.43,94.52,83.54,74.45,70.5845
95.33,92.19,73.44,88.34,62.79,72.333
70.43,62.6,59.78,92.23,73.75,80.12599999999999
92.34,92.84,54.65,64.11,82.06,67.3875
57.9,83.73,97.2,51.28,89.11,67.632
51.08,46.25,87.15,75.5,54.08,74.3005
89.24,89.89,65.65,92.8,85.42,76.13550000000001
53.74,80.93,64.77,60.39,87.14,74.4685
99.43,41.94,94.76,71.06,77.95,73.523
83.74,48.02,58.88,62.82,60.72,54.068
87.67,78.14,76.75,50.67,76.96,63.05050000000001
62.29,79.76,85.68,94.93,75.14,77.32400000000001
83.69,84.8,69.82,56.75,73.79,70.3095
52.16,83.21,52.0,88.34,73.03,74.764
91.89,79.57,61.39,67.33,55.54,58.362
58.48,85.97,95.09,63.88,59.14,81.037
84.87,74.51,76.16,97.05,54.87,75.3425
61.22,55.65,90.77,82.86,62.12,69.1405
53.42,94.74,77.78,84.35,63.17,75.1625
74.07,41.09,97.18,87.98,62.25,67.712
58.46,61.99,95.46,67.05,60.55,78.045
86.47,83.73,74.14,78.18,86.77,72.569
61.88,65.63,65.91,63.51,90.93,66.9245
67.12,41.49,80.08,91.73,66.36,75.66550000000001
78.37,43.96,83.74,79.97,65.26,71.6045
64.25,78.92,74.92,62.17,92.2,69.25699999999999
68.9,97.89,91.11,94.99,81.2,90.907
90.78,73.11,59.17,79.04,64.67,75.501
58.96,70.41,66.72,74.75,85.68,66.535
54.11,59.1,84.32,51.72,67.23,67.827
66.42,55.4,62.33,95.49,79.33,80.08949999999999
71.22,41.26,71.99,97.61,99.63,77.156
77.13,56.38,98.19,78.13,65.08,74.5725
68.62,66.95,81.29,72.13,96.53,79.0955
89.5,51.88,97.45,67.98,66.03,73.5565
51.97,45.24,86.12,63.4,77.01,58.02250000000001
71.59,83.06,86.23,78.73,73.0,74.825
69.11,93.68,79.59,56.4,89.16,71.709
82.38,96.21,57.11,95.96,53.05,75.7285
98.31,77.08,75.99,58.8,81.36,75.679
75.52,43.17,62.63,87.28,88.03,69.762
99.34,84.45,99.93,65.34,73.61,71.89750000000001
65.11,46.61,63.35,61.3,55.26,62.760000000000005
51.54,80.18,61.53,77.89,62.24,69.49000000000001
58.28,86.76,81.19,88.26,83.98,78.43100000000001
69.76,83.55,75.55,86.34,94.77,73.149
65.82,97.11,51.07,61.69,71.08,70.33949999999999
54.85,84.29,56.48,66.53,78.02,76.279
71.63,81.59,90.55,93.44,61.42,82.6225
66.91,55.7,74.18,86.16,70.61,69.27850000000001
56.13,95.49,57.3,85.63,66.84,68.8765
64.81,50.77,73.26,63.45,82.78,72.39750000000001
94.32,94.29,62.66,89.6,99.23,85.2005
65.1,58.76,61.18,67.92,90.67,66.394
85.7,47.81,97.89,70.07,59.61,69.832
80.6,89.6,68.1,64.38,78.88,68.24949999999998
71.36,40.15,52.32,56.07,53.32,56.51349999999999
61.95,89.93,98.52,71.02,62.35,80.636
68.45,55.74,89.74,50.85,58.61,56.6605
79.61,93.08,62.72,72.8,66.78,73.148
67.54,81.49,70.44,86.25,83.94,71.45349999999999
60.74,79.97,93.11,98.04,74.97,79.3735
55.82,61.92,67.87,53.93,96.65,68.4
93.99,43.56,78.37,64.06,60.64,56.669
72.02,89.8,76.74,74.71,68.21,73.19749999999999
81.26,50.25,70.06,58.52,66.49,59.854
74.52,62.34,81.98,55.84,61.8,67.7225
93.63,76.02,73.66,72.62,99.66,66.7215
77.35,68.94,51.06,79.04,69.36,73.4255
74.04,51.92,90.72,91.01,97.03,80.697
96.23,48.44,55.66,99.89,69.52,78.1265
85.98,47.39,73.2,88.71,60.2,77.184
55.58,91.78,79.0,61.07,55.96,66.75899999999999
58.89,41.89,85.28,87.4,92.78,69.5835
89.36,98.62,70.54,76.86,51.6,77.132
91.79,51.91,86.78,72.54,98.22,72.94
77.26,46.62,56.57,96.79,70.91,62.609
77.72,74.62,82.67,85.1,62.37,71.4655
81.6,44.8,91.32,84.08,80.87,76.729
71.96,76.15,94.47,50.59,56.65,70.9875
84.01,91.04,78.98,93.25,53.61,82.7465
55.42,42.87,65.64,89.67,91.39,68.149
98.06,87.99,58.17,64.95,71.23,67.9145
87.51,63.67,67.28,64.61,75.91,58.149
81.56,49.57,77.0,52.67,58.83,61.0495
65.82,50.57,59.82,52.54,53.07,60.32
58.05,95.13,97.63,83.43,68.39,83.937
70.47,46.64,94.86,59.31,75.31,65.65899999999999
83.08,92.01,51.65,96.18,88.27,73.2675
81.69,72.65,78.1,92.12,75.05,77.4935
69.13,42.34,89.47,67.44,89.13,75.394
80.66,67.87,62.27,69.0,55.77,60.733
90.69,89.05,76.19,66.36,53.2,69.2315
51.31,83.57,70.3,54.62,57.94,66.738
72.53,69.33,59.83,51.57,88.6,68.6925
87.93,91.6,80.74,72.61,87.97,84.0335
77.31,47.22,99.68,97.15,57.07,73.9795
82.57,94.6,68.26,95.86,51.55,77.052
75.83,90.79,77.62,90.49,84.26,82.21950000000001
99.59,82.5,66.39,81.43,92.76,82.751
52.73,89.07,93.85,92.81,87.71,85.82199999999999
74.55,72.63,93.23,75.75,60.14,80.5455
54.57,80.51,58.94,59.01,79.19,60.282
57.99,73.64,95.0,84.21,87.87,82.93350000000001
69.15,61.33,57.58,96.03,62.79,72.6345
57.78,74.13,54.77,50.98,76.39,55.923
98.18,55.45,82.65,62.57,65.72,58.7255
97.34,66.42,69.3,63.27,61.28,66.3495
66.81,56.85,76.54,54.95,98.48,64.6815
81.99,47.37,82.63,61.27,95.63,73.5915
76.69,59.31,52.64,69.2,72.28,70.0955
90.78,91.12,64.65,96.99,56.84,70.8915
81.37,62.86,73.05,93.01,86.4,80.46199999999999
50.01,84.88,63.33,97.3,62.79,70.8555
88.16,50.51,52.45,56.03,58.43,58.9085
87.34,65.47,54.33,51.4,69.08,61.303
75.49,46.89,90.09,55.49,76.49,71.09299999999999
95.15,48.32,95.57,95.71,54.87,77.20599999999999
95.42,77.05,57.61,57.87,78.59,71.6015
76.2,76.45,62.46,78.63,50.77,74.4375
80.4,52.8,82.61,61.38,94.59,67.922
99.83,68.47,97.71,51.03,96.04,71.96
64.94,91.8,64.98,54.23,86.65,73.0185
66.23,50.45,92.76,85.49,73.33,67.97899999999998
59.14,41.15,75.3,59.12,62.74,68.13499999999999
94.79,79.12,97.83,61.46,87.21,75.98400000000001
87.22,43.21,56.81,68.86,96.59,61.41
55.28,98.8,98.68,82.86,57.93,86.4955
99.09,76.58,72.05,73.47,73.29,66.5145
86.55,68.22,97.65,97.23,65.76,87.648
92.53,65.8,72.93,71.71,67.84,64.719
52.41,74.38,76.5,59.96,70.29,69.1815
75.25,45.44,90.24,76.81,97.59,71.984
84.93,95.8,86.13,72.54,62.93,78.002
77.15,77.54,80.98,89.36,74.63,72.4865
83.33,51.04,70.85,96.76,97.57,75.76599999999999
90.89,73.75,89.62,91.81,73.8,74.46100000000001
68.72,48.0,97.41,69.45,93.18,76.577
92.43,41.05,50.49,60.81,52.94,52.608
58.15,77.83,79.39,95.72,97.65,85.5715
63.54,78.91,93.3,69.3,59.38,78.15199999999999
52.17,75.02,82.66,88.51,99.0,86.0475
68.22,51.01,90.04,99.48,58.78,69.5395
69.0,76.21,94.75,78.87,72.22,80.06700000000001
90.26,43.39,87.55,73.99,65.43,62.67099999999999
82.66,76.55,85.85,84.99,71.66,80.36049999999999
71.84,73.24,98.24,59.7,62.53,74.7575
82.61,79.32,93.18,74.41,98.27,72.42249999999999
52.64,93.73,90.77,65.62,65.29,69.265
59.01,91.02,54.32,58.21,82.66,68.88749999999999
81.35,98.84,61.95,80.51,56.87,75.2235
82.07,98.57,77.84,78.79,91.22,86.583
88.71,86.34,85.48,88.06,77.13,78.944
70.15,97.39,65.16,93.65,98.97,90.9795
86.13,92.04,54.67,61.02,71.17,66.012
84.2,83.65,65.55,88.99,59.77,79.574
98.17,44.52,88.55,68.37,67.3,73.1965
60.76,42.94,93.87,81.44,86.85,78.52850000000001
77.58,90.26,95.65,92.51,82.96,79.438
80.09,69.38,68.94,62.81,88.92,71.33550000000001
99.93,88.88,68.63,80.05,53.67,67.1385
60.06,58.78,70.34,74.02,79.02,66.646
76.16,63.86,68.79,89.53,96.61,78.47
67.31,82.01,83.31,84.86,55.4,77.7885
76.29,94.92,67.92,88.48,54.72,67.6195
61.61,45.27,51.02,64.4,85.83,63.0315
52.38,91.69,71.95,85.22,65.76,75.768
78.63,87.58,61.21,80.29,82.93,67.61099999999999
66.79,58.93,51.44,72.83,77.27,64.5715
59.1,61.31,73.54,68.92,99.3,75.07600000000001
66.2,42.79,60.3,66.58,94.45,60.040000000000006
52.46,40.94,72.64,50.48,83.9,64.866
97.52,68.62,63.89,58.48,63.08,64.42599999999999
79.06,45.73,80.19,52.95,63.1,68.5655
90.74,51.64,99.54,92.42,94.11,73.189
71.16,90.81,77.36,93.0,79.27,85.07249999999999
95.17,74.26,82.34,92.31,89.46,72.9415
74.17,78.02,95.96,90.9,72.49,78.4535
78.7,51.25,68.7,61.07,55.15,55.976
74.59,89.72,58.33,74.59,66.63,75.7075
86.66,92.08,64.14,95.39,58.06,79.721
78.33,71.4,70.14,87.99,89.09,69.447
63.58,94.75,82.25,50.09,85.03,62.1775
57.28,90.69,50.23,72.97,54.42,66.0335
80.31,83.88,92.67,50.53,81.07,64.4685
74.46,84.04,53.8,64.03,93.71,69.626
54.8,46.32,95.03,71.79,84.87,75.234
69.78,56.25,97.47,94.64,75.56,85.496
75.74,44.01,99.51,82.72,65.59,77.94800000000001
91.34,40.52,90.48,68.12,94.35,70.2385
53.81,49.5,57.09,74.53,71.14,59.5315
67.42,92.83,85.31,90.87,92.77,82.159
91.13,54.39,60.17,64.98,89.15,65.8255
82.42,98.21,94.86,80.75,90.81,81.284
64.5,75.84,65.83,63.11,99.49,71.4875
92.27,54.24,66.34,74.0,87.44,76.6185
74.66,69.83,95.88,51.23,51.7,73.068
74.92,53.15,50.66,92.61,60.27,63.794
98.83,99.04,59.7,52.42,51.76,60.088
97.36,90.84,71.1,61.22,59.5,71.3195
67.93,41.57,85.04,66.68,53.07,67.5425
57.03,96.87,82.38,81.26,75.08,76.15350000000001
66.28,83.26,83.47,86.0,51.41,77.7105
51.52,44.94,94.0,54.02,73.63,66.9
51.04,80.24,56.05,52.17,94.94,66.18599999999999
69.78,78.82,76.11,89.95,87.43,73.53
97.05,53.13,86.27,85.61,97.2,82.988
93.57,85.51,81.81,91.58,61.33,81.7775
75.57,45.22,72.42,83.83,76.55,65.17999999999999
78.26,69.37,50.86,87.55,65.93,75.95
50.3,40.6,53.02,68.95,74.69,66.7795
60.78,98.12,55.95,79.51,77.85,79.856
51.24,85.09,67.16,90.27,51.81,72.462
87.73,49.53,55.88,58.61,61.66,68.083
57.28,60.5,71.3,71.14,85.24,65.896
93.45,49.63,58.93,87.02,88.65,73.47
82.17,86.0,88.96,76.63,78.47,78.83250000000001
61.47,43.53,93.57,84.08,63.54,70.17299999999999
57.89,90.42,69.48,64.64,70.25,70.797
81.38,96.53,75.57,51.62,54.8,70.7985
95.04,80.6,97.67,51.46,97.66,75.72449999999999
85.92,52.78,76.78,97.14,93.43,77.224
67.43,61.61,99.75,97.23,53.28,73.776
79.37,68.63,57.11,60.56,58.32,55.466
65.54,76.28,93.11,57.37,79.05,64.9945
99.96,80.12,74.86,50.91,61.62,72.7145
87.44,73.25,51.14,61.56,96.72,71.39599999999999
80.72,61.08,98.61,66.72,87.78,78.505
71.16,93.46,98.25,62.06,63.66,64.6455
80.91,44.88,69.16,89.87,50.31,73.5005
67.08,67.98,97.71,87.47,89.97,75.1815
51.44,86.53,57.05,54.05,71.2,67.422
69.75,43.65,84.01,84.87,82.12,70.08200000000001
96.52,82.32,59.6,76.03,64.35,63.37949999999999
81.32,89.18,62.33,56.61,57.14,68.6285
54.2,79.65,88.97,86.98,83.77,74.9915
94.25,40.78,68.87,54.3,72.52,60.717000000000006
63.44,50.81,50.36,58.86,61.76,59.792
62.19,60.53,70.71,57.46,56.88,66.83699999999999
64.85,54.02,61.4,96.95,79.02,83.6275
78.86,97.76,84.17,84.91,86.28,79.1555
77.23,79.1,59.72,70.56,64.19,66.07
74.57,57.82,92.11,91.11,86.76,83.4985
85.88,95.78,63.35,60.8,59.16,67.75049999999999
65.83,84.44,69.65,96.55,66.92,69.6505
89.1,57.08,64.9,84.85,87.24,79.55099999999999
58.77,62.73,82.2,77.98,83.01,68.56200000000001
89.13,51.97,55.06,89.73,63.53,66.769
83.19,98.26,73.9,82.24,56.11,70.007
84.16,71.04,66.72,94.36,52.12,66.824
74.08,93.76,94.21,91.46,91.9,79.0585
83.35,60.79,53.67,59.89,53.76,52.237
53.99,91.65,91.48,61.98,55.74,69.49
92.58,43.23,58.38,53.25,61.89,52.478
52.78,98.93,54.43,61.01,72.28,65.1925
57.44,94.72,60.12,67.17,89.49,75.856
78.84,61.79,55.13,51.44,62.37,53.26950000000001
86.97,86.48,76.05,65.75,77.18,62.572500000000005
53.81,85.14,99.41,88.58,54.52,80.201
96.04,94.08,51.72,92.02,73.23,75.4665
98.68,58.44,73.06,50.44,58.88,58.87999999999999
80.3,67.93,69.3,50.36,60.56,59.40849999999999
74.06,91.9,66.98,57.32,68.34,70.2945
87.07,86.71,66.59,93.63,88.07,82.15350000000001
66.42,63.61,94.75,73.46,87.2,83.232
74.66,90.74,50.95,99.15,70.75,76.6835
95.81,42.82,88.75,94.37,55.93,73.30199999999999
97.78,86.92,62.65,94.51,64.03,71.1815
96.35,52.41,69.16,56.42,75.27,66.2385
63.12,57.17,71.01,73.76,93.47,63.8145
61.62,69.59,65.24,99.68,98.41,81.517
64.88,66.98,54.68,57.45,81.87,61.266
72.07,71.23,55.72,78.71,67.53,71.3685
65.71,72.69,64.91,67.21,84.67,75.07499999999999
68.71,59.89,91.09,69.39,66.81,78.67499999999998
81.03,50.51,56.73,94.54,81.27,68.8825
88.13,86.11,87.13,79.4,62.19,70.2425
86.78,64.0,64.44,87.94,63.35,74.493
90.72,70.35,94.17,83.66,53.76,75.68199999999999
51.61,78.68,71.42,76.45,71.01,71.486
52.39,94.58,58.59,89.59,80.91,79.9835
89.47,82.45,99.29,98.54,89.44,88.762
76.65,42.73,58.83,98.34,90.52,78.993
78.91,90.31,78.38,89.47,99.62,85.73649999999999
52.63,99.36,78.46,74.37,54.39,71.53299999999999
62.77,68.35,68.64,58.16,74.66,64.195
81.92,98.18,97.57,52.22,76.07,76.318
92.96,72.84,92.19,61.57,90.23,73.9835
95.85,67.58,91.49,67.01,63.32,71.0805
75.02,59.88,98.71,56.49,53.47,74.33500000000001
77.27,79.45,72.86,61.24,65.69,68.85249999999999
91.65,53.79,54.86,54.18,99.2,58.3715
76.88,46.3,88.27,76.18,94.97,77.29650000000001
75.84,41.63,69.04,56.32,69.76,65.08500000000001
95.25,57.54,59.52,87.14,93.81,66.3845
89.5,63.75,74.16,66.63,51.64,66.8845
95.45,73.12,96.29,83.6,65.71,78.81
60.91,57.56,58.57,94.13,86.34,73.1225
76.22,99.04,92.43,54.3,61.07,74.4375
92.12,57.5,70.91,99.45,59.92,76.656
55.56,66.46,56.84,82.26,93.09,79.792
89.73,46.2,92.42,52.67,80.8,59.1015
59.15,55.64,98.48,65.7,99.45,66.0555
90.41,42.9,64.56,94.31,56.73,66.57499999999999
80.6,73.57,65.18,79.81,67.81,70.8515
59.66,85.06,69.53,64.36,65.56,66.565
73.67,51.74,90.71,97.02,94.01,75.1245
84.1,62.07,50.52,89.36,62.76,70.2175
81.69,41.0,61.2,86.78,67.67,64.3685
71.36,90.37,85.29,94.42,57.14,82.614
94.97,86.8,70.28,88.49,88.77,84.151
75.96,43.8,66.51,64.34,61.89,65.47749999999999
75.29,61.89,93.61,79.19,53.42,71.709
53.11,97.32,95.87,92.11,71.76,83.11999999999999
96.11,63.52,97.4,59.04,69.57,66.162
58.86,71.57,63.63,58.15,58.88,70.87049999999999
76.42,61.31,95.63,57.95,56.68,71.4715
90.18,75.77,86.85,59.71,94.83,69.10399999999998
60.77,98.69,57.71,55.16,53.39,61.462
76.37,99.85,80.51,91.88,54.97,74.74749999999999
62.03,86.48,51.32,90.92,62.25,69.691
87.98,64.26,85.42,57.57,97.64,72.6395
78.22,69.67,86.68,85.28,54.27,74.386
92.8,61.4,89.47,81.35,90.8,74.3955
94.73,99.13,58.63,63.81,94.6,73.8945
82.44,82.47,81.41,61.37,68.89,76.29700000000001
86.27,66.94,58.94,62.53,64.69,66.625
77.46,40.73,97.33,86.53,83.87,69.4725
69.22,71.23,83.75,65.97,85.13,74.116
82.41,99.04,54.77,63.9,89.0,73.92399999999999
95.41,71.38,59.35,51.12,91.53,67.5885
70.83,50.95,83.17,95.41,63.42,74.338
65.72,41.33,73.83,87.64,84.35,68.991
69.42,61.28,86.81,73.64,56.75,69.3605
71.77,95.09,64.04,97.15,75.54,83.21600000000001
53.68,99.79,82.9,64.68,80.64,78.1015
74.92,96.72,58.85,83.74,58.09,65.6365
74.72,83.77,77.19,65.26,53.83,70.4075
79.42,73.49,97.89,65.73,59.74,64.53999999999999
68.14,75.44,81.41,92.24,71.03,75.35
80.66,72.34,52.5,89.35,94.39,78.02
93.91,82.42,99.44,64.71,76.6,71.05699999999999
97.77,65.13,57.84,54.07,87.42,58.05600000000001
79.18,80.15,85.9,67.88,58.71,72.7575
52.13,47.3,76.63,88.0,55.3,70.762
98.46,55.94,64.72,55.03,61.98,52.656
85.29,90.16,58.87,83.61,65.69,77.3965
66.8,94.22,58.89,94.49,77.41,75.94449999999999
57.36,72.34,92.92,58.96,94.06,69.413
57.17,41.9,93.65,93.11,71.3,75.49799999999999
58.39,95.62,73.26,52.57,75.94,64.577
52.28,82.12,55.18,83.34,50.23,75.815
95.11,64.84,94.21,89.55,51.67,68.9645
77.04,75.9,74.35,72.24,54.19,72.93349999999998
85.0,65.79,71.94,60.19,84.95,73.819
91.41,67.92,70.37,96.24,74.31,84.324
